"wkt","typ","delka"
"MULTILINESTRING ((16.5005419973096 49.216562325237,16.5005004139489 49.2165164648466))","piktogramový koridor pro cyklisty - V20","5.93164763797"
"MULTILINESTRING ((16.5000396550519 49.2160087523128,16.4999932104405 49.2159578214733))","piktogramový koridor pro cyklisty - V20","6.59731598593"
"MULTILINESTRING ((16.4995252370141 49.2154449049842,16.4994827117776 49.2153984119861))","piktogramový koridor pro cyklisty - V20","6.02724968535"
"MULTILINESTRING ((16.4992129606703 49.2149185406272,16.4992795411143 49.2148926418164))","piktogramový koridor pro cyklisty - V20","5.64096607431"
"MULTILINESTRING ((16.5884876097794 49.1871663560169,16.5874730025499 49.1864601355094,16.5871370165166 49.1862216569982,16.5869815278834 49.1861076804754,16.5865291206262 49.1857815196261))","stezka pro cyklisty - C8","209.99589820000"
"MULTILINESTRING ((16.5901868616973 49.1881389506666,16.5896457941037 49.1878552000215,16.5895197170749 49.1878348679516,16.5892511743161 49.1876884031086,16.5888395834917 49.1874062129361,16.5886228245515 49.1872606842349))","stezka pro cyklisty - C8","151.46581832400"
"MULTILINESTRING ((16.5914878157876 49.1856565668227,16.5914705667976 49.1856799448552,16.5914599906142 49.1857973694083,16.591461626401 49.1858128533775,16.5914925610434 49.1858370842983,16.5915642587191 49.1858689948514,16.5916282196154 49.1859266774855,16.5916920528789 49.1859462254804,16.5918249483718 49.1859730375267,16.5920650523804 49.186019656946,16.5922298064971 49.1860405819171,16.5924124207032 49.1860641641541,16.5927945210008 49.1860998272366,16.5930571650376 49.1861189102216))","stezka pro chodce a cyklisty (nedělená) - C9","142.17370464200"
"MULTILINESTRING ((16.595404666776 49.1862569900783,16.5957106174063 49.1862651326319,16.595740265311 49.1862646210744,16.595992543699 49.1862487899686,16.5960742430907 49.1862411383419,16.5962185543215 49.1862195054096,16.5969730429661 49.1860524876309,16.5978816337989 49.1858476505608,16.5980708724863 49.1857997796251,16.5983837717441 49.185702959433,16.5988140766644 49.1855558326539,16.5996880980344 49.1851876201718,16.5998528528639 49.1851093276363,16.6009207198909 49.1845245354202,16.6017563026462 49.1840434492578))","stezka pro chodce a cyklisty (nedělená) - C9","536.29389787800"
"MULTILINESTRING ((16.6021099703928 49.1838235021943,16.6024786193122 49.1836624147171,16.6028301457604 49.183514764938,16.6031435113542 49.1833985079149,16.6033183000424 49.1833393565948,16.6032994668696 49.1833113381415,16.603307590301 49.1832846885875,16.603996869366 49.1829231018323,16.6040395113161 49.182912196132,16.6049066829938 49.1827736062098,16.6050712815801 49.1827812060017,16.6053532512294 49.1827107468143,16.6054126341733 49.1827060022919,16.6055100494385 49.1829185926052,16.6057625946636 49.1829222778213,16.6060537524679 49.1828982858704,16.6071177352504 49.1828172602444))","stezka pro chodce a cyklisty (nedělená) - C9","423.45821932600"
"MULTILINESTRING ((16.6025026455152 49.1841755692184,16.6029347126897 49.1839402658843,16.6032253273124 49.1838000284335,16.6034343081767 49.1837181680605,16.6037765423334 49.1836090759681,16.6040059779315 49.1835527403163,16.6041186739875 49.183529878618,16.6042601668077 49.1835249960354))","stezka pro chodce a cyklisty (nedělená) - C9","149.52664061500"
"MULTILINESTRING ((16.6047003205054 49.1834681962404,16.6049295261445 49.1834095541722,16.6050276559481 49.1833976978344,16.6053101720971 49.1833866135584,16.6055669291843 49.1833815697994,16.6058910653553 49.1833756652273,16.6065721095292 49.183366772482,16.6070562507081 49.1833601522671))","stezka pro chodce a cyklisty (nedělená) - C9","173.15735682000"
"MULTILINESTRING ((16.6075161716579 49.1833273556858,16.6076936579087 49.1833079431021,16.6081855659796 49.1832245882551,16.6085607678941 49.1831395436656,16.6089488586863 49.183010922657,16.6092204497405 49.1828923321803,16.6095912376867 49.1826815016484,16.6098585294357 49.1824950754807,16.610133900848 49.1822590488721,16.6104852587456 49.1819392223144,16.6114740494542 49.1810156887051,16.6126277576618 49.1800273836246,16.6128065555026 49.1798673268468,16.6130060562723 49.1797258855463,16.6133119186334 49.1794648060441,16.613548033625 49.1793055891901,16.6137021010595 49.179204448593,16.6139264421901 49.1790453224983,16.6143383317114 49.1788553986675,16.6148306377622 49.1785786536821,16.6163454947725 49.1777505167768,16.6166123360495 49.1775936867053,16.6170317942456 49.1773812723624,16.6172351952451 49.1772354432798,16.6173984358536 49.1770914467987,16.6175822211033 49.1769404124331,16.6176314441765 49.1769194661917))","stezka pro chodce a cyklisty (nedělená) - C9","1044.56373357000"
"MULTILINESTRING ((16.6076023605336 49.1828022153582,16.608546642008 49.1825884371741,16.6088944539373 49.1824761899273,16.6093373106584 49.18225587801,16.6098053801254 49.1818827183279,16.6106117535142 49.1811232116405,16.611247320653 49.180519446989,16.6118766862127 49.1799540433684,16.6124878445938 49.1795044523816,16.6128506844315 49.1792614027532))","stezka pro chodce a cyklisty (nedělená) - C9","562.43248423900"
"MULTILINESTRING ((16.6140813446489 49.1784603236437,16.6142610387136 49.1783575560028,16.6148980179428 49.1779961835655,16.6158707789005 49.1774444969015,16.6164252807409 49.1771076743346,16.6167149825438 49.1768819951282,16.6170463185637 49.1766131143824,16.6173050305886 49.1763992404701,16.6175941095344 49.1761613854151,16.6176541516567 49.176089758813,16.6177950052011 49.1757446931926,16.6178318762231 49.1755434401249,16.6179385682762 49.1754107889767,16.6181467699869 49.1750293252873,16.6181853831677 49.1749366282524))","stezka pro chodce a cyklisty (nedělená) - C9","506.86022538500"
"MULTILINESTRING ((16.6179284934193 49.1768766393517,16.6179684132027 49.1768394871151,16.6179845089485 49.1768029094747,16.6179649958475 49.1767572081534,16.6179693067166 49.1767109322263,16.6179843185009 49.1766725593226,16.6182223961657 49.1762475635305,16.6184133800993 49.1759203914913,16.6186159488832 49.175587479156,16.6187753597137 49.1753202732992,16.6188668494243 49.1751669170575,16.6189830042459 49.1749636795983))","stezka pro chodce a cyklisty (nedělená) - C9","227.63896444800"
"MULTILINESTRING ((16.6275113724098 49.1752354872661,16.6281934811924 49.1752820913732,16.6282316404147 49.1752891309824,16.6282647633365 49.1753007890885,16.6286098227361 49.1754942418354,16.6287740808989 49.1755843546175,16.6288869631193 49.1755950489605))","jízda cyklistů v protisměru - E12","112.66294769000"
"MULTILINESTRING ((16.6057490423571 49.192441217714,16.6057809031212 49.1924538777509,16.6058208162217 49.1924612292613,16.6058624733712 49.1924655386189,16.6059417916798 49.1924649195004,16.6062452987193 49.1924538689964,16.6066149374107 49.1924443388531,16.6067652256009 49.1924435028249,16.6067920946666 49.1924454070502,16.6068376603617 49.192448636301,16.6069127545318 49.1924585711499,16.6069941220649 49.1924722980858,16.6071252271286 49.1924982311294,16.6072985881923 49.1925265262851,16.607313271345 49.1925279114326,16.6074453530253 49.1925403639028,16.6075729465265 49.192549948387,16.6076609325458 49.1925561833434,16.6078278241722 49.1925576078686,16.6078293471282 49.1925575448368,16.607903555358 49.1925544719588,16.6079380992287 49.1925527192595,16.607992068784 49.1925499805011,16.6080977259617 49.1925436284702,16.6081457270059 49.1925407706308,16.608192382438 49.192528501094,16.6082225555402 49.1925145842559,16.6082327747332 49.1925083527748))","jízda cyklistů v protisměru - E12","184.07839536700"
"MULTILINESTRING ((16.6057490423571 49.192441217714,16.6057369948985 49.192498505136,16.6057345265438 49.1925178131372,16.6057342253702 49.1925548492068,16.605745607955 49.1926264603555,16.6057549314651 49.1926665574525,16.6057671349097 49.1926980669228,16.6057921999435 49.1927483157229,16.6058186222369 49.1927906739692,16.6058543925104 49.1928473889194,16.6058773874135 49.1928866821742,16.6059087778777 49.1929292930261,16.6059632764099 49.1929944537576,16.6059937659877 49.1930293938715,16.606011768029 49.1930465890079,16.6060330189993 49.1930628295163,16.6063209699839 49.1932388482699,16.6064282889065 49.1932958671267,16.6064945071837 49.1933262217294,16.6065375354586 49.1933444749535,16.6065874474058 49.193362746576,16.6066844469903 49.1933965841248,16.6067659046641 49.1934192259222,16.6068244254423 49.1934335850329,16.6069180374787 49.1934556680127,16.607031281495 49.1934805531877,16.6070887751147 49.1934946141419,16.6071174295662 49.1935032919393,16.6071389987953 49.1935109981937,16.6071543482699 49.193517422492,16.6071883384277 49.193533661017,16.6072825174087 49.1935856865936))","jízda cyklistů v protisměru - E12","183.46533811900"
"MULTILINESTRING ((16.6072825174087 49.1935856865936,16.6074388152611 49.1934745103774,16.6075911999778 49.1933346644881))","jízda cyklistů v protisměru - E12","35.92062731200"
"MULTILINESTRING ((16.6075911998302 49.1933346653822,16.6081485131209 49.1935442436518,16.6084976806143 49.1936755465296))","jízda cyklistů v protisměru - E12","76.16785703540"
"MULTILINESTRING ((16.6084976806143 49.1936755465296,16.6087984684757 49.1931764999253,16.6090532588438 49.192741588974,16.6090927503004 49.192684563518))","jízda cyklistů v protisměru - E12","118.43805820900"
"MULTILINESTRING ((16.6419674294619 49.1865856870437,16.6422568423587 49.1871759173561))","jízda cyklistů v protisměru - E12","68.94200461260"
"MULTILINESTRING ((16.6422568423587 49.1871759173561,16.6426060236876 49.1878954499241))","jízda cyklistů v protisměru - E12","83.96443175410"
"MULTILINESTRING ((16.6426060236876 49.1878954499241,16.6426081280592 49.187899885529,16.6426210390851 49.1879271008171,16.6426404075709 49.1879679288563,16.6427447096911 49.1881877910684,16.6428021087122 49.1883087835122))","jízda cyklistů v protisměru - E12","48.13466318710"
"MULTILINESTRING ((16.6165380842309 49.1907470273502,16.6161735276641 49.1908581602399,16.6161445842204 49.1908637994657,16.6161191241683 49.1908658864272,16.6159458353014 49.1908675020097,16.6157307453152 49.1908695064758,16.6155837040971 49.1908640713873,16.6155054164402 49.1908613066236,16.6154797993754 49.1908604020389,16.6154782448699 49.1908603471591))","jízda cyklistů v protisměru - E12","80.11633977210"
"MULTILINESTRING ((16.6171175484625 49.1905359641415,16.6165380842309 49.1907470273502))","jízda cyklistů v protisměru - E12","48.31788281750"
"MULTILINESTRING ((16.6169716859467 49.1919010928519,16.6171704056781 49.1906506860319,16.6171713815689 49.1906229873629,16.6171616969049 49.1906030362933,16.6171175484625 49.1905359641415))","jízda cyklistů v protisměru - E12","153.33330048500"
"MULTILINESTRING ((16.6171175484625 49.1905359641415,16.6172635914075 49.1904871479202,16.6178901413946 49.1903470695993,16.6189908238097 49.1900986644289))","jízda cyklistů v protisměru - E12","145.04535811200"
"MULTILINESTRING ((16.6189908238097 49.1900986644289,16.6200242425648 49.1898739994072))","jízda cyklistů v protisměru - E12","79.35711562710"
"MULTILINESTRING ((16.6254509763206 49.1558054346502,16.6255173308642 49.1555943478557,16.6256015552176 49.1554189862132,16.6256313460221 49.1552556375158,16.6256563204642 49.1551694439241,16.625734762937 49.1550345104383,16.6258446631197 49.1549012329641,16.625879764006 49.1548171035526,16.625868954462 49.1546861297007,16.6258358743878 49.1546325854988,16.6258609593327 49.1546194645566,16.6258669460245 49.1546154200255,16.6258736693552 49.1546094287149,16.6258957990971 49.15456823705,16.6259399585177 49.1544859416048,16.6259661713164 49.1544360383539,16.626000908214 49.1543699067619,16.6260356435087 49.1543037759563,16.6260498874259 49.1542766571794,16.6260610545003 49.154253825008,16.6260997459987 49.1541747225797,16.6261016694008 49.1541712696943,16.6261355094152 49.1541104969837,16.6261384136361 49.1541052810196,16.6261843244097 49.1540235083268,16.626219762492 49.1539674642381,16.626235016754 49.1539433402176,16.6262589495602 49.1539080430618,16.6263033252205 49.1538425952259,16.6263074620359 49.153836491442,16.6263093133893 49.1538337615635,16.6263136647179 49.1538273428221,16.6263589658701 49.1537438988974,16.6264113365593 49.153619982224,16.6264317605894 49.1535773257699,16.626463523223 49.1535109845799,16.6264690977489 49.1534993412759,16.6265021163417 49.1534451257623,16.6265401257456 49.1533827151215,16.6265829385343 49.1533136680758,16.6265830619813 49.1533134624484,16.6266236753195 49.1532479618129,16.6266266559169 49.1532431528358,16.6266644122909 49.1531822537467,16.626669057138 49.1531747622498,16.6267008756133 49.1531162451124,16.6267303381983 49.1530620583594,16.6267353025509 49.1530500914901,16.6267378797419 49.1530438782566,16.6267535746831 49.1530060445281,16.6267567777999 49.1529983225885,16.6267627795648 49.1529838540645,16.6267629152443 49.1529834566483,16.6267857842263 49.1529164870836,16.6267923037053 49.1528973944056,16.6268112570514 49.1528496990305,16.6268226492701 49.1528210325841,16.6268420073142 49.152783286171,16.62687564282 49.1527176997245,16.6268759513067 49.152717098364,16.6269098950614 49.1526509114405,16.6269438372154 49.1525847253039,16.6269470019832 49.1525785527358,16.6269665729426 49.1525403908455,16.6269775217787 49.1525190401096,16.6269777892613 49.1525185371496,16.6270128284968 49.1524524286234,16.6270200078205 49.1524388818598,16.62704786657 49.1523863182014,16.6270829057658 49.1523202087586,16.627117942289 49.1522540982175,16.6271529799348 49.1521879886556,16.627167657662 49.1521602954134,16.6271796372552 49.1521376898193,16.6271880174871 49.1521218790823,16.6271916342504 49.152115053799,16.6272289565006 49.1520497914558,16.6272462936113 49.1520194761416,16.6272893718604 49.1519441471528,16.6273287904432 49.1518826627806,16.6273704171338 49.1518177366037,16.6274321312949 49.1517212217035,16.6274342697205 49.1517178771816,16.627446028416 49.151694760292,16.6275522685682 49.1514859025695,16.6275836198273 49.1514242679975,16.627651336282 49.1513004671716,16.6277376659904 49.1511426343103,16.6278342667563 49.1509660220672,16.6278383417294 49.1509585725395,16.6282284839909 49.1502168236383,16.628311912023 49.1500498798215,16.6283665669394 49.1499489172459,16.6284401912425 49.1498172780708,16.6284928063648 49.1497203326718,16.6285537517245 49.149590328173,16.6285828284785 49.1495216549359,16.6286228155145 49.1494151323032,16.6286461956098 49.1493425286144,16.6286721130831 49.149246949795,16.6286742056524 49.1492372571085,16.6286969626312 49.1491318491635,16.628709595037 49.1490533296578,16.6287240216155 49.14893622634,16.6287250401436 49.1489220962852,16.6287296174207 49.1488585648757,16.6287301149192 49.1487137932176,16.6287251863754 49.148632222486,16.6287158522394 49.1485413857684,16.6287029157289 49.1484565351055,16.628691907495 49.1483918098015,16.6286770203815 49.1483506883057,16.6286670987949 49.1483280076292,16.6286478783739 49.1482922777899,16.6286278789832 49.1482612865712,16.6285807702377 49.148197263528,16.628530537552 49.1481413406552,16.6284985123309 49.1481122120911,16.6284683672098 49.1480867439847,16.6284303892124 49.1480569229304,16.628388798131 49.1480281125236,16.6283537224764 49.1480066370654,16.6283115181495 49.1479823960789,16.6282661590741 49.147953861737,16.628239883826 49.1479333706193,16.6282256477196 49.1479168073485,16.6282060965017 49.1478906405629,16.6281838393954 49.1478557811481,16.6281694979484 49.147827270396,16.6281332016296 49.1477360636571,16.6280447783896 49.1475082106771,16.6279836016232 49.1473628742836,16.6279567420504 49.1472880730069,16.6279276900696 49.1471922231457,16.6277963374604 49.1467147715882,16.6277818530046 49.1466318009898,16.6277792252066 49.1465932651577,16.6277796706491 49.1465544945234,16.6277850606583 49.1465118136311,16.6277925232686 49.1464528359511,16.6278124053814 49.1463553830948,16.6278277723657 49.1462694594596,16.6278363648423 49.1461911968259,16.6278421692537 49.1460661562623,16.627841901525 49.1459931458635,16.6278347050371 49.1458717078482,16.6278264500554 49.1457751585588,16.6278224196892 49.1457065852291,16.6278236654849 49.1456520437405,16.6278358999269 49.1454954386503,16.6278419008474 49.1453549453911,16.6278468651509 49.1451914050176,16.6278470975891 49.1450784520211,16.6278436944117 49.1449649704458,16.6278394302082 49.1449011743005,16.6278241271332 49.1448181457335,16.6277966780363 49.1446815266352,16.6277910733048 49.1446560759995,16.6277762402655 49.1446070890905,16.6277597715744 49.1445672130399,16.6277325409917 49.1445089363678,16.6277157624264 49.1444768159985,16.6276938091592 49.1444417969427,16.6276433571455 49.1443620699868,16.6276108021797 49.1443076684905,16.6275926515074 49.1442704772731,16.6275799886028 49.1442317731333,16.627571896416 49.1441929410666,16.6275569755305 49.1440673384611,16.627540886179 49.1439102677237,16.6275351438057 49.1438227600117,16.6275376499461 49.1437689399039,16.6275426793029 49.1436771292911,16.6275463669191 49.1435247140464,16.6275557385357 49.1433553349809,16.6275716476861 49.1430992266568,16.6275819026732 49.1429865305289,16.6275966443727 49.142779452848,16.6276123714171 49.1426066342246,16.6276306879736 49.1422759256215,16.6276327562599 49.1422385966623,16.6276313888149 49.1420246808825,16.6276194267544 49.1417955437414,16.6276144755115 49.1417292296748,16.6276011696485 49.1415510372239,16.6275914802616 49.1414120566164,16.6275728435415 49.1413772666765,16.6275680615876 49.1413683411667))","stezka pro chodce a cyklisty (nedělená) - C9","1666.09592230000"
"MULTILINESTRING ((16.6242284991167 49.1541838568392,16.6242541171943 49.1541774300501,16.6242591125026 49.1541765625269,16.6242631112739 49.1541759772247,16.6242675333947 49.1541755846906,16.6242730485027 49.154175505579,16.6242872217531 49.1541758565142,16.6244489335307 49.1541849945997,16.6244706544203 49.1541866584202,16.6244911356767 49.1541887410178,16.6245098869063 49.1541911805535,16.6245223050917 49.1541930633608,16.624534162214 49.1541954229197,16.6245462542609 49.1541981147671,16.6245603426842 49.1542015801285,16.6245951781105 49.1542113807538,16.6246592522105 49.1542319516644,16.6248466060278 49.1542866536025,16.6255728182942 49.1545124693404,16.6256965723141 49.1545509500585,16.6257440212605 49.1545693218612,16.6257761445248 49.1545869710183,16.6258087191571 49.1546093463566,16.6258243809654 49.1546232095349,16.6258353086633 49.1546328810317))","stezka pro chodce a cyklisty (nedělená) - C9","129.94889147700"
"MULTILINESTRING ((16.6194254042722 49.1711073172687,16.6194352899517 49.1710721695627,16.6194402821372 49.1710531859428,16.6194942774447 49.1708478331058,16.6194962447775 49.1708403502656,16.6195179321641 49.1707578722876,16.6195248072524 49.1707317254657,16.6195482723044 49.1706424802371,16.6196022680798 49.1704371274332,16.6196124051068 49.1703985749432,16.6196556049448 49.1702342741146,16.6196579402597 49.1702318951101,16.6196629813475 49.1702267554022,16.6196745729861 49.1702215339979,16.6197269474064 49.1702172757237,16.6197274368614 49.1702172352992,16.6197700470627 49.1702192476383,16.6199038771605 49.1702448119931,16.6199344936676 49.1702514718294,16.6208293332074 49.170446081862,16.6208581448515 49.1704481211134,16.6208766612582 49.1704474237209,16.620927631147 49.1704359444735,16.6209815475383 49.1704065750138,16.6210620513788 49.1703368478856,16.6210672780508 49.17033165252,16.6211904323118 49.1702091580962,16.6212592692642 49.1701360653421,16.6213704929396 49.170017964262,16.621409747311 49.1699762816495,16.6214390388657 49.1699396138754,16.6214812269606 49.1698868038845,16.6215090496571 49.1698461537151,16.6215441704605 49.169737879848,16.6215754834621 49.1696413407994,16.6215870661407 49.169617232967,16.6216247005974 49.1695344046583,16.6217167803924 49.1693317468535,16.6217335456267 49.1692948491769,16.6218101195652 49.1691859688761,16.6218525350222 49.1691321817843,16.6218671019543 49.1691137084249,16.6219094167183 49.1690600462487,16.622010929963 49.1689342161849,16.6220258156903 49.1689157662788,16.6220590751085 49.1688745366213,16.6221037802174 49.1688260182253,16.6221104988313 49.1687939232541,16.6221205593656 49.1687328002301,16.6221545917916 49.1685260342573,16.6221886239332 49.1683192682679,16.6222049077967 49.1682203332611,16.62221702792 49.1681839805564,16.6222267636661 49.1681434341585,16.6222393630818 49.1680668839544,16.6222850804876 49.1677332264669,16.6222907185041 49.1676989710952,16.6223294203904 49.1674638254893,16.6223356781 49.1674350987608,16.622353279186 49.1673840562092,16.6224523759522 49.1671547277791,16.6224931832441 49.1670278856598,16.6224939052096 49.1669675986817,16.6224849781092 49.1668734822503,16.6224765204902 49.1667843411357,16.6224417925447 49.1665666706993,16.6224319626533 49.1665518922302,16.6224159426105 49.166546733534,16.6223584587631 49.1665326165475,16.6223494738745 49.1665219228219,16.6223471842666 49.1664986240984))","stezka pro chodce a cyklisty (nedělená) - C9","662.26425721200"
"MULTILINESTRING ((16.619875884295 49.1689010396881,16.6200215185311 49.1689099641896,16.6201215298995 49.1689379220125,16.6202148632197 49.1689788277866,16.6212928813328 49.1691961506568,16.6217335456267 49.1692948491769))","stezka pro chodce a cyklisty (nedělená) - C9","142.97023187600"
"MULTILINESTRING ((16.6161754140537 49.1706289545471,16.6163198935503 49.1706483208578,16.6164978963208 49.1706755431022,16.616756001398 49.1707239675614,16.616878486467 49.1707499892904,16.6169711184458 49.1707711653614,16.617493693392 49.1708547590773,16.6180585045602 49.1709440722906,16.6188493761587 49.171064916895,16.6193182078137 49.1711364753374,16.6194144880692 49.1711524263973))","stezka pro chodce a cyklisty (nedělená) - C9","243.32959644900"
"MULTILINESTRING ((16.6182594959834 49.1746326280827,16.618266786728 49.1746126512588,16.6182898212244 49.1745495333469,16.6183128540042 49.1744864171213,16.6184132611931 49.1742112801203,16.6184535778748 49.1741018575857,16.6184706361053 49.1740555579177,16.6184754129363 49.1740425937945,16.618664339942 49.1735298112313,16.6187350076042 49.1733380012352,16.6187585736918 49.1732737170621))","stezka pro chodce a cyklisty (nedělená) - C9","155.43362642400"
"MULTILINESTRING ((16.6188510336048 49.1730214942287,16.6188904620375 49.1729139353342,16.6189315988212 49.1728017144473,16.6189577973039 49.1727302459535,16.6190207803769 49.1725526766526,16.6190228563268 49.1725458084125))","stezka pro chodce a cyklisty (nedělená) - C9","54.36158221530"
"MULTILINESTRING ((16.6190328248018 49.1721206509184,16.6189883564598 49.1721068751755,16.6189775430336 49.1720980687748,16.6189784851792 49.1720830486289,16.6189837633128 49.1720602945501,16.6190062948578 49.1720166290899,16.6191530996447 49.1717585075967,16.6192161719777 49.1716362621238,16.6192615305365 49.1715508596402,16.6192650770576 49.1715441832384,16.6192792453244 49.1715140085675,16.6192839742838 49.1715019690526,16.6193003834694 49.1714601955953,16.619351539103 49.1713451392455,16.6193978940016 49.1712126572912,16.6194047838742 49.171187652978,16.6194139188548 49.1711544926517,16.6194144880692 49.1711524263973))","stezka pro chodce a cyklisty (nedělená) - C9","114.96711496300"
"MULTILINESTRING ((16.6233476311016 49.1668670784772,16.6234250547231 49.166879973844,16.6234753893219 49.1669109685047,16.6234972040782 49.166947886416,16.6233875190891 49.1681089751365,16.6233269633772 49.1687110034258,16.6233081071852 49.1687491407599,16.6232749806926 49.1687839709463,16.6232145244709 49.168814551797,16.6231450592524 49.168831144982,16.6230798773726 49.1688321042481,16.6229712647209 49.1688035250692,16.6229214277296 49.1687695807306,16.6229048993927 49.1687530901092,16.6228983941322 49.1687422454144,16.6228918689245 49.1687291751852,16.6228859499103 49.1687032861117,16.6228847031439 49.1686764984698,16.6228878632426 49.1686458150201,16.6230886462718 49.1677137897981,16.6231269344981 49.16742455944,16.6231832659995 49.166958549508,16.6231917592999 49.1669344310205,16.6232009216715 49.1669199926145,16.6232102292147 49.1669092819029,16.6232173605877 49.1669038323337,16.623225329832 49.1668977419851,16.6232536378565 49.1668814474651,16.6232883132665 49.1668700535633,16.6233226527251 49.1668653109575,16.6233476311016 49.1668670784772,16.623360020434 49.1668196196479,16.6233730753523 49.1667886514003,16.6233910693566 49.1667571733923,16.6234268140907 49.1667226008923,16.6234662999656 49.1666975640517,16.6235145240025 49.1666731545639,16.6235722912584 49.1666552090235,16.6236396002744 49.1666437363569,16.6237080894019 49.1666358294111,16.6237632156858 49.1666339323544,16.6238185289184 49.1666308907634))","stezka pro chodce a cyklisty (nedělená) - C9","519.65221392600"
"MULTILINESTRING ((16.619944947762 49.1724264719043,16.6200542703311 49.1724495230557,16.6204292152798 49.172506244745,16.6206186213777 49.1725322048873,16.6208677228983 49.1725614038047,16.6209730188494 49.1725711263834,16.6210740804372 49.1725707897969,16.6212838019367 49.1725595741776,16.6213605424032 49.1725532921493,16.6214021086515 49.1725490884118,16.622344309033 49.172438061067,16.6224240167208 49.1724321873086,16.622584180564 49.172420820015,16.6226663814069 49.1724149850289,16.6227147825275 49.1724078907506,16.6228533701255 49.1723809569978,16.6229923803588 49.17234500908,16.6230591028936 49.1723368042092,16.6232246402144 49.1723251541864,16.6232633136215 49.1723225993061,16.6233044500335 49.1723191604385,16.6234218290469 49.1723021580809,16.6234649813914 49.1722961845277,16.6237523709889 49.1722758795387,16.6238137665636 49.1722733944656,16.6238731118423 49.1722716326044,16.6239963413879 49.1722698155817))","stezka pro chodce a cyklisty (nedělená) - C9","300.43434624900"
"MULTILINESTRING ((16.6221480401524 49.1747127167563,16.6222844647576 49.1745144245225,16.622326453208 49.1744557407409,16.6224353784753 49.1743044015014))","stezka pro cyklisty - C8","50.00729428660"
"MULTILINESTRING ((16.6224848512657 49.1742345856489,16.6228499678142 49.17372761872,16.6232911890544 49.1731532220852,16.6235503541326 49.1728158252613,16.6236464901415 49.1727345933564,16.6236746833554 49.1727107709113,16.6237740041007 49.1725300755996,16.6238742126679 49.1723544341656,16.6238719839595 49.1723078659337,16.6238701656004 49.172269871769))","stezka pro chodce a cyklisty (nedělená) - C9","242.27953207500"
"MULTILINESTRING ((16.622578224209 49.1748955377617,16.6226879365148 49.1749580782901,16.622844407144 49.1749986185331))","stezka pro cyklisty - C8","22.86599112750"
