"WKT","id","prac_clk","vik_clk"
"LINESTRING ((16.6301703467787 49.1451156097109,16.6301454419539 49.1451228566952,16.6301413671992 49.1451247482618,16.6301385993246 49.145126741313,16.6301374029258 49.1451299942048,16.6301369041702 49.145138397689,16.6301397633255 49.1451523750989,16.6301707150298 49.1452704911174,16.6302009938755 49.1453740788605,16.6302272326355 49.145456614052,16.6302337039119 49.1454761290886,16.6302401556628 49.1454914007509,16.630260881283 49.1455333239233,16.6302850035034 49.1455806699828,16.6303696884942 49.1457374359613,16.630401937083 49.1457964094556,16.6306051623059 49.1461831469218,16.6307031503758 49.1463744998731,16.6307322624176 49.1464330162118,16.6307651063447 49.1465059062923,16.6307771878457 49.1465354145407,16.6308043982292 49.1466093623682,16.6308514554281 49.1467550006058,16.6308708895193 49.1468222389482,16.6308797415522 49.1468534453038,16.6308899798332 49.1468915694409,16.630901333453 49.1469271856585,16.630911112931 49.1469549301491,16.6309328117003 49.1470105704606,16.6310559635551 49.1472888498039,16.6312263123163 49.1476708271858,16.6312364367921 49.1476902658114,16.6312458143883 49.147705943271,16.6314511255347 49.1480293134707,16.6315552534772 49.1482076769638,16.6316615138751 49.148402770108,16.6317272092028 49.1485371263318,16.6317612559217 49.1486080839844,16.6319901271143 49.1491036119184,16.632058724537 49.1492445676482,16.632130294023 49.1493888358037,16.6322746121342 49.1496770844257,16.6323458013605 49.1498162061474,16.6324031258642 49.1499303698973,16.6325153302078 49.1501513428881,16.6326398186872 49.1503917982697,16.6327313416494 49.150566202612,16.632898899307 49.1508779540937,16.6329609207769 49.1509956874613,16.6330433297047 49.1511497114486,16.6330746635709 49.1512054804921,16.633235834973 49.1514972973396,16.6333260834499 49.1517065052903,16.6333315430692 49.1517210281491,16.6333816938758 49.1519047261633,16.6333857549193 49.1519217188418,16.6333883314243 49.1519358298439,16.6334114232161 49.1521351706565,16.6334164386347 49.1522417734367,16.6334271939025 49.1523749573795,16.6334296316111 49.1524090473749,16.633468487101 49.1528445293032,16.6334686694871 49.1528600357835,16.6334671597446 49.152867210046,16.6334638110461 49.1528729880476,16.6334575579184 49.1528786511731,16.6334498299425 49.1528824644076,16.6334320743158 49.1528852883673,16.6330629562668 49.1529072481211,16.6330364924669 49.152910451302,16.6330160657354 49.1529135024183,16.632995895622 49.1529170058196,16.632973804135 49.152922299906,16.6329545469618 49.152928219469,16.6329367939126 49.1529348875421,16.6329088547139 49.1529479084419,16.6328934814202 49.1529560381474,16.6328782144766 49.1529654506749,16.632859813006 49.1529780785876,16.6328395618139 49.1529959211533,16.6328255618671 49.1530116369708,16.6328149723215 49.1530263185928,16.6328051712377 49.1530442577873,16.6327993314269 49.1530599083387,16.6327933662401 49.153078335799,16.6327906511587 49.1530948584843,16.6327912740065 49.1531248857575,16.6328027123563 49.1532182399808,16.6328058618325 49.1532328075653,16.6328150405081 49.1532604459184,16.6328215369972 49.1532746169997,16.6328358534099 49.1532987655288,16.6328478795876 49.1533169635217,16.6328640477906 49.1533378150156,16.6328778904925 49.1533529305537,16.6329280954634 49.1534022009497,16.6330328496721 49.1535019984714,16.6330533697451 49.1535256539291,16.6330699178692 49.1535419284823,16.6330815441213 49.1535534141239,16.6330845264708 49.1535560760799,16.633085345314 49.1535566314277,16.6330868184462 49.1535572330307,16.633087993 49.1535574698264,16.6330894261347 49.1535576435002,16.6330913881841 49.1535576194033,16.633093872211 49.1535575236712,16.6331201303497 49.1535564133321,16.6331644302656 49.1538785249712,16.6332073236534 49.1542225428867,16.6332220612942 49.1543344276679,16.6332525308664 49.1545659102739,16.633307782921 49.1550159916527,16.6333350874427 49.1553306878445,16.6333699361829 49.1556431134332,16.6334478982897 49.1562822966096,16.6336641603909 49.1578212539924,16.6337106561499 49.1581937451322,16.6337749961347 49.158639764591,16.6338942767511 49.1594401400485,16.6339861763204 49.1601367546298,16.6340344979439 49.1604108775429,16.6340947551168 49.1608448496147,16.6341093200745 49.160988694672,16.6341380029969 49.1612807850606,16.6341732728182 49.1624140447,16.6341676441977 49.1626249669873,16.6341215496089 49.1627786527582,16.6340761282709 49.1628913955812,16.6340115873194 49.163050488833))","551","10","20"
"LINESTRING ((16.6487570084681 49.1449901743966,16.6486923908579 49.1449882372123,16.6486564223431 49.1449822619613,16.6486135546712 49.1449712775522,16.6485467826316 49.144951370526,16.6484943693635 49.1449330194656,16.6481981823944 49.1448177186266,16.6481099992578 49.144779992931,16.6477967748727 49.1446403887455,16.6473921420512 49.1444680302213,16.6471864055715 49.1443816948692,16.6468563050684 49.1442332177363,16.6466732131058 49.1441492033269,16.6461124564714 49.1438579082298,16.6457668897574 49.1436802070614,16.6456427920686 49.1436164549506,16.6455978701891 49.1435944707834,16.6455459373426 49.1435748858803,16.6454932021806 49.1435610328296,16.6454176451645 49.1435509952373,16.6453455638848 49.1435542271676,16.6452942615092 49.1435612234212,16.6452484265248 49.1435748102426,16.645214349185 49.1435876534212,16.6448777727903 49.1437400778392,16.6442293832096 49.1440342816392,16.643599818787 49.1443097417403,16.6435238772504 49.1443395172327,16.6426909362579 49.1446185102033,16.6420803621916 49.1447948638851,16.6418886960866 49.1448492334696,16.6416990807433 49.1448919443931,16.6416406439897 49.1449036720672,16.6397750517228 49.1451977243552,16.6379899127029 49.1454899803668,16.6357366666658 49.1458422207824,16.6350058470299 49.1459663816144,16.6340841983417 49.146102010513,16.6338993348377 49.1461136149754,16.6335821409444 49.1461293308186,16.6332721232798 49.1461533949671,16.6331297693067 49.1461612835969,16.6329608069131 49.1461594307871,16.6327416269871 49.1461405683511,16.6326242246822 49.1461266591488,16.6320278134788 49.1460228634651,16.6311793446988 49.1458668865481,16.6310325682541 49.1458340659317,16.6309267143679 49.1458019053367,16.6308021583476 49.1457482249647,16.6306639961196 49.1456733942088,16.6304564467547 49.145500557846,16.6303920974772 49.1454343121046,16.6302963367938 49.1452867209819,16.6301703467787 49.1451156097109))","595","40","60"
"LINESTRING ((16.6283449898905 49.1412793221053,16.6284968489823 49.1412651715526,16.6285485268609 49.1411521119795,16.6284373488792 49.1410235656791,16.6282193277942 49.1377343699235))","593","70","120"
"LINESTRING ((16.5991289625217 49.164216490733,16.5987919223992 49.1644701630915,16.5987726683525 49.16482915479,16.5987341710084 49.1652487398001,16.5986845752454 49.1659210723094,16.5986424156787 49.166677871529,16.5986422917975 49.1666800426145,16.5986125819165 49.1671928645429,16.5985891921693 49.1678008466989,16.5985838254784 49.1680623225242,16.5985571465828 49.1682774217802))","597","20","0"
"LINESTRING ((16.5885505330929 49.1536603272621,16.5905094850233 49.1548042409169,16.5905097142502 49.1548040697308,16.5912086287505 49.1552066884862,16.5917074412839 49.1554940432887,16.5951427864505 49.1574656341521,16.5962386846324 49.158095218628,16.5966331847917 49.1583194583314,16.5968957917307 49.1584687266772,16.5972697880203 49.15866715829,16.5973570059366 49.1587076773421,16.5974536727236 49.158746850123,16.5975293923665 49.1587683809056,16.59760134266 49.1587799114177,16.5976595027931 49.15878215934,16.5977126357587 49.1587773478478,16.5977544189847 49.158766683324,16.5977918819929 49.1587542015191,16.5978503972379 49.1587260556882,16.5978968970544 49.1586914940024,16.5979576058627 49.1586407824255,16.5980008551654 49.1585979216527,16.5982607015449 49.1582476256223,16.5984518486162 49.1579719589798,16.5986217694197 49.1577200212379,16.5987026813231 49.1576308635887,16.5988065621134 49.1575423324665,16.5991335548821 49.1573510126495,16.5997727557893 49.1574054315296,16.6005982693988 49.1574691629546,16.6006366604281 49.1574303163535,16.6006651297631 49.1574009503679,16.6006807641858 49.1573796642827,16.600686445142 49.1573664636173,16.6006934430499 49.157347287143,16.6007203885186 49.1572137307495,16.6007583698201 49.1570453831432,16.6007687129946 49.1569417365101,16.600857135382 49.1567401552555))","600","10","0"
"LINESTRING ((16.5991289625217 49.164216490733,16.599249252995 49.164221410609,16.5993256329131 49.1641856764504,16.599362276513 49.1641709106225,16.5993943313333 49.1641630551977,16.599460186674 49.1641518098881,16.5994657282417 49.164113218686,16.5995902073979 49.1641174948211,16.5997107049075 49.1641174812386,16.5998147916849 49.1641119340282,16.5998775120971 49.1641058930744,16.6000020034967 49.1640907045247,16.6000886235039 49.1640725658138,16.6001691787506 49.1640503062209,16.6002305750771 49.1640271301049,16.6002770535843 49.1640053374505,16.6003007125035 49.1639911875214,16.600358083072 49.1639574684796,16.6004001679417 49.1639171651964,16.6004355685072 49.1638758267392,16.6004624185397 49.1638308875354,16.6005005085661 49.1637663130716,16.6005292939518 49.1637061345045,16.6005494782516 49.1636474259233,16.6005605259878 49.1636000356431,16.6005804599895 49.1634596771091,16.6005436314427 49.1633485220879,16.6005598599147 49.1632501774692,16.600598981467 49.1630122632057,16.6006223821999 49.1629231108967,16.6007035703156 49.1628239491765,16.6007549884387 49.1627355188325))","599","0","0"
"LINESTRING ((16.6007549884387 49.1627355188325,16.601284658183 49.1627386442601,16.601760196273 49.1627496848686,16.6023342752583 49.1627626047475,16.6028059635452 49.1627754934552,16.6029514491757 49.1627873529327,16.6030477820659 49.1627995239889,16.6031596819815 49.1628164897565,16.6035863412741 49.1628984236967,16.6054391903912 49.1632512561644,16.6057104974955 49.1633060813016))","601","30","30"
"LINESTRING ((16.668265044574 49.1478397951818,16.6682056742939 49.1477755075676,16.6681583134546 49.1477897646714,16.6680710371512 49.1477807717882,16.6679806581646 49.1477636918966,16.6678209044926 49.1477360663231,16.6676910403707 49.1477177168631,16.6676448072571 49.1476789813274,16.6676206781962 49.1476917172921,16.6675968392217 49.1477009102288,16.6675552667367 49.1477172025687,16.6674753400937 49.1477418287119,16.6674230546217 49.1477561005931,16.6673446381167 49.1477745291072,16.6672611958873 49.1477874394557,16.666807046679 49.147857393813,16.6660928047436 49.1479572387214,16.6659253500126 49.1479583084529,16.6657439612216 49.1480329037132,16.6656418709962 49.148086465384,16.6655090665909 49.1481721872683,16.665347964543 49.1482760579864,16.6652485324067 49.1483417631303,16.6651770397241 49.1483887242735,16.6646647348592 49.1487324167424,16.6645193650412 49.1488103972033,16.6626455716658 49.1496654077559,16.6621408902841 49.1498939509219,16.6615386267156 49.1501702453941,16.6598047807499 49.1509567336012,16.6596173808881 49.1510438214501,16.6590084183096 49.1513243808733,16.65892312393 49.1513602455438,16.6588531748507 49.1513731335153,16.6587607504828 49.1513818146683,16.6585259009584 49.1513946580625,16.6573230553081 49.1514373163175,16.6571751417513 49.151444762154,16.6570845256577 49.1514583087235,16.6569505819357 49.1514906524037,16.6568732462408 49.1515149571698,16.6564432614304 49.1516685198388,16.6563552632446 49.1517031972936,16.6563298244558 49.1517162368547,16.6563058252141 49.1517322721049,16.65615745998 49.1518433700991,16.656064548589 49.1519181295706,16.6558827684143 49.1520623257971,16.6557629373567 49.1521591550333,16.6557198076577 49.1521985327989,16.6556720006476 49.1522353196998,16.6555799146615 49.1522924099929,16.6554958442319 49.1523258262623,16.6553947507316 49.1523554194434,16.6552905991104 49.1523767473964,16.655023579979 49.1524049526565,16.6547908448316 49.1524317759106,16.6544516892761 49.1524693648714,16.6543345359508 49.1524858861502,16.6542165384495 49.1525058751243,16.6541285470955 49.1525312357921,16.6540412259556 49.1525684918823,16.6539919659796 49.1525973070754,16.6539647455257 49.1526170038927,16.6539345909226 49.1526428249201,16.6538963403255 49.1526860735108,16.6538815565288 49.1527098128305,16.6538497369135 49.1527802864544,16.6538392072779 49.152823499982,16.6538234975728 49.1529025260336,16.6537952835199 49.1531015946255,16.6537597716981 49.1533536013146,16.6537396582469 49.1535082902122,16.6537180767815 49.1537745745377,16.6537118502787 49.1538184532797,16.6536928679393 49.1538804258968,16.6536846721628 49.1539018259885,16.6536707821063 49.1539285225547,16.6536607260154 49.1539419227962,16.6536599213942 49.15394430806,16.653640047826 49.1539620809177,16.6536015521118 49.1539883086416,16.6535592409145 49.1540117348598,16.6534918241346 49.1540318531714,16.6533746495694 49.1540619389338,16.6531910207008 49.1541054272692,16.6517601892746 49.1544498682193,16.6512525148158 49.1545513558,16.650528627296 49.1546746720325,16.6500760170096 49.1547455795019,16.6499478422274 49.1547804936223,16.6498231072912 49.1548188158571,16.6496910288646 49.154873243691,16.6495692349642 49.1549273477942,16.6494497010185 49.1550012197061,16.6488577475158 49.1553617556773,16.6485192657373 49.15557583488,16.6481500268878 49.1558092690197,16.6478359726997 49.1560055340703,16.6475680237286 49.1561653463812,16.6469009026977 49.1565103135161))","602","20","10"
"LINESTRING ((16.6469009026977 49.1565103135161,16.6469435797525 49.1564543458386,16.646976499255 49.1564045634098,16.6469930016407 49.1563602882493,16.6470044936176 49.1563194039426,16.6470154314916 49.1562756767284,16.6470525372244 49.1561747353742,16.6471315814363 49.1559391862656,16.6471709511943 49.1557655962077,16.647260515639 49.1552128742826,16.6473172246145 49.1547175277031,16.6473626066602 49.1543521747457,16.6474337291921 49.1537870176416,16.6475373046002 49.1529857460078,16.6475913634387 49.1525140900418,16.6476833063692 49.151795478579,16.6477709333384 49.151142678079,16.6478464913353 49.1505239377803,16.647910694569 49.1499937561335,16.6479418838659 49.1497749993626,16.647975964558 49.1495562657524,16.6479858424905 49.1494893097769,16.6480203881308 49.1493694656683,16.6480520365711 49.1492798971588,16.6486189667919 49.1477817929588,16.6486917268389 49.1476037758769,16.64873407197 49.1475078169852,16.6487723220319 49.1474359893177,16.6488931522099 49.1472422803856,16.6491577053095 49.1468901233303,16.649471938876 49.1464872043892,16.6499296840945 49.1458824981564,16.649954125332 49.1458276040795,16.6499602202907 49.1457954739049,16.6499629372576 49.1457629244942,16.649959073453 49.145745286416,16.6499524869579 49.1457223913039,16.6499246213624 49.1456636256325,16.6500057294595 49.1456381449613,16.6500393414984 49.1456223371076,16.6500548030013 49.1456121224073,16.6500758028844 49.1455958768821,16.6501002163051 49.1455697423587,16.6501303558332 49.1455330679995,16.6502952772025 49.1453007740435,16.6504318596663 49.1450882777431,16.6505445745728 49.1449078333791,16.6506489773674 49.1447469717398,16.6506569909492 49.144735091898,16.6507331373744 49.1446221260784,16.6507847764755 49.1445611012184,16.6508376127345 49.1445003416963,16.650893362125 49.1444436768202,16.651025186521 49.1443325045713,16.6511394157125 49.1442344716097,16.6514074662641 49.1440247014536,16.6515675429862 49.1438968359774,16.6516387792392 49.143840720726,16.6516694278957 49.1438202716595,16.6517252169914 49.1437934651491,16.6516706932236 49.1437376943047,16.6516214219349 49.1436939523177,16.6515536618396 49.1436425657771,16.6515117586836 49.1436155241258,16.6514192531744 49.1435622832124,16.6513477893261 49.1435271866475,16.6512632575516 49.1434881291354,16.6511560909171 49.14344477033,16.6508355097457 49.1433226358151,16.6508025371382 49.1433207616747,16.651503649055 49.142587660646,16.652356288849 49.1419173784658,16.6528509864025 49.1415127766356,16.653157062651 49.1412749078384,16.6534992074784 49.1410099799574,16.6537675095786 49.1408027925104,16.6539976247994 49.1406242050966,16.6541195222736 49.140522188759,16.6542524082834 49.1403951706229,16.6543172915516 49.1403079454727,16.6543785151297 49.1402102419542,16.6544165493908 49.1401430107607,16.6550086743103 49.1390808046352,16.6550232210648 49.1390172531455,16.6550226355712 49.1389543529189,16.6550098309731 49.1388684320457,16.6549754087484 49.1388067632854,16.6549249937066 49.1387350126081,16.6547328125345 49.1385567593382,16.6546302719595 49.1384707411567,16.654559713086 49.1384024716464,16.6545164961943 49.1383468662605,16.654498462744 49.1383119670782,16.6544894710071 49.1382795144904,16.6544843874293 49.1382426434675,16.6544915462151 49.1381795115603,16.6545012446333 49.1381494263362,16.6545150210959 49.1381138855031,16.6545554530944 49.13804925644,16.6545994612883 49.1379901434693,16.6546724160103 49.1379041116919,16.6547597868678 49.1377989093976,16.6547709772023 49.1377726737922,16.6548979260952 49.1376271478546,16.654979410833 49.1375210147934,16.6550174999941 49.1374643694597,16.6550542109171 49.1374186611502))","603","16","10"
"LINESTRING ((16.668265044574 49.1478397951818,16.6684699604144 49.1480627356405,16.6687666542189 49.1483518732439,16.6688760316969 49.1484456645879,16.6693932368114 49.1488675259454,16.6694433298664 49.1489041717248,16.6695042349398 49.1489434144385,16.6696412691635 49.1490229802832,16.669879851563 49.1491631353043,16.6699600770432 49.1492130620954,16.6699992422487 49.1492436928325,16.6700316350453 49.149273919282,16.6700708991153 49.1493138092092,16.6701022681611 49.1493534148199,16.670130842896 49.1493909696946,16.6701717507934 49.1494528442436,16.6701939381605 49.1494811495281,16.6702094957195 49.1495043847102,16.6702491684885 49.1495744025556,16.6703251594748 49.1497293873877,16.6703941268747 49.1500552933515,16.6704163026433 49.1501969763407,16.6704256290794 49.1502931307959,16.6704439480261 49.1505605738216,16.6704409374126 49.1508343390921,16.6704159284423 49.1511331825379,16.6703798690723 49.151331825037,16.6702805162818 49.1516692651833,16.6702168561159 49.1518542259416,16.6699544859737 49.1525469651944,16.6697572643542 49.1531171903212,16.6696829126035 49.1533778586499,16.6696534913195 49.1535113613721,16.6696284317272 49.1536422226244,16.669609070108 49.1538166440115,16.6696005388549 49.1539659067757,16.6696078415399 49.1541267751674,16.669627507886 49.1542476336449,16.6697018402479 49.1546041431013,16.6697849325355 49.154938296492,16.6698228562123 49.1550638764731,16.6698488677179 49.1551611236677,16.6698920663214 49.1553008220427,16.6699383852116 49.1554464830466,16.6700120610243 49.1556589162694,16.6700578090036 49.1558181033513,16.6700765485265 49.155907883692,16.6700901705827 49.1559974214962,16.6700885993804 49.1560676389178,16.6700805147888 49.1561373799211,16.6700419812392 49.1563234668573,16.6699699711065 49.1565501582572,16.6699071943385 49.1567181239618,16.6698683397966 49.1568334171499,16.6698409650189 49.156939479042,16.6698402379835 49.1569730905373,16.6698473935286 49.1570095991725,16.6698637750595 49.1570553761787,16.6698850950149 49.1570928815269,16.6699337962444 49.1571526721918,16.6700186060394 49.1572231253827,16.6701147363486 49.157275291731,16.6704070413055 49.157417142629,16.6705143935637 49.1574776772558,16.6705680786989 49.1575143394278,16.6706129510832 49.1575464563042,16.6706586760956 49.1575880301018,16.6707106436595 49.1576560181178,16.6707397006831 49.1577085293354,16.6707598999048 49.1577791117294,16.6707706334192 49.1578448406435,16.6707957129843 49.158120636178,16.6707906662785 49.1586885297181,16.6707778881769 49.1589141884943,16.6707685025305 49.1592421952373,16.6707656929158 49.1593875191174,16.6707682408089 49.1594773266313,16.6707720385217 49.1595266135145,16.6707788163683 49.1595989919517,16.6707964169129 49.1596785532265,16.6708218152915 49.159771144142,16.6708541495394 49.1598533699527,16.6709012891085 49.1599454102646,16.6709523324882 49.1600447796847,16.6710253072784 49.1601424360964,16.6711101539919 49.1602374908568,16.6712171718279 49.1603512893121,16.6713119176883 49.1604246106334,16.6714813503633 49.1605379157845,16.6715725838075 49.1605981469633,16.6716407750358 49.16063821647,16.6717485849002 49.1606923782168,16.6719377099469 49.1607831006896,16.6720536865389 49.1608353946522,16.6721651599361 49.1608840253608,16.6723710281183 49.1609685085173,16.6726785266035 49.1610960451835,16.672936915385 49.1612203076802,16.6731556370044 49.1613324640893,16.673247975305 49.1613868022339,16.6733399581473 49.1614424719183,16.6735152231819 49.1615522042504,16.6737169313808 49.1616832409381,16.6737939668082 49.1617358692487,16.6738647307251 49.1617880564456,16.6739459521892 49.1618547261713,16.6740369791931 49.16193311929,16.6741688259776 49.1620520066691,16.6742378941535 49.1621196303075,16.6743662735729 49.1622487647979,16.6744205696751 49.162307209745,16.6745623567648 49.1624656854724,16.6746449831727 49.1625676351696,16.6748135425447 49.1628187964845))","604","10","0"
