"WKT","id","prac_clk","vik_clk"
"LINESTRING ((16.5593762021651 49.2119137445388,16.5593425046075 49.2120308897652,16.5592801913604 49.2122475416266,16.5592021424924 49.212518883453,16.5591593864929 49.2128595690015,16.5592225416198 49.2131444824849,16.5594903440478 49.2138600749154,16.5596389248076 49.214295804033,16.5602466314754 49.2159582598383,16.5602334310845 49.2161508040821,16.5602011732827 49.216339367377,16.560186437048 49.2164414369783,16.5601896161925 49.2165512053039,16.5602173874952 49.2167174513535,16.56030368685 49.216921245236,16.5604541930328 49.2172032440718,16.5605288469871 49.2173674025509,16.5605440671934 49.2174236104957,16.5605846697391 49.217417755953,16.5606262466761 49.2174177599708,16.5606668529903 49.2174236106241,16.5607045852218 49.2174350456755,16.5607376814449 49.2174515325605,16.5607646001801 49.2174722920994,16.5607840675616 49.2174963470844))","292","35","10"
"LINESTRING ((16.5346866936401 49.2211636487493,16.5347728057073 49.2211582236486,16.5348091234917 49.2211557532299,16.5348454636246 49.2211506610887,16.5349836503869 49.2211244427123,16.5350801023914 49.221099222102,16.5351832863263 49.2210692358477,16.5352689068352 49.2210418842245,16.5353149770587 49.2210252613864,16.5354739073294 49.2210705537321,16.5361955917175 49.2212774818586,16.5364290249291 49.2213461465275,16.5364565190818 49.2212824649871,16.5365053095226 49.2211985406031,16.5365299411234 49.2211318955507,16.5365987398423 49.2209974773556,16.5366753571698 49.220850935432,16.5367689952359 49.2207182827699,16.5368876231747 49.2205633534122,16.536978759449 49.2204457189693,16.5370835592415 49.2203506078702,16.5372338342575 49.2202029958302,16.5374176785692 49.2200628565397,16.5376278338525 49.2199157226284,16.5379187534179 49.2197363652558,16.5382319884386 49.2195623915557,16.5389567659348 49.2192164072464,16.5394210605234 49.2190177607329,16.5397448615558 49.2188964794199,16.5404506817948 49.2186758018364,16.5408231962749 49.2185871332383,16.5411136334987 49.2185268047462,16.5413650476223 49.2184801524474,16.5417656640536 49.2184200913996,16.5420846360149 49.2183858599109,16.5425419938218 49.218345044563,16.5428361621136 49.2183204469148,16.5429297596203 49.2183157224253,16.5431362930207 49.2183064054977,16.5433731890488 49.2183005131381,16.5435207252305 49.218297115029,16.5437079688608 49.2182990750792,16.5439925206919 49.2183206542245,16.5443558235268 49.2183453211504,16.5444917602759 49.218365164613,16.5447190045504 49.2183940489961,16.5457297749488 49.2185371272965,16.5465116019528 49.2186499284463,16.5474671555957 49.2187877840526,16.5479261109793 49.2188420596063,16.5481232056503 49.2188662530528,16.548277367818 49.2188810601642,16.5485886737763 49.2189045363741,16.5487069264123 49.2189114359607))","293","170","300"
"LINESTRING ((16.5487069264123 49.2189114359607,16.5487030391276 49.2190106152893))","294","100","140"
"LINESTRING ((16.5487030391276 49.2190106152893,16.5486903006298 49.2190843245982,16.5486881123214 49.2190914231434,16.5486851478674 49.219098538683,16.5486818934385 49.219104159084,16.5486788810136 49.2191091545042,16.5486731793751 49.2191160385858,16.5486688905787 49.2191210695876,16.5486605155326 49.2191295811321,16.5484107643427 49.2193768931603,16.5483699925934 49.219421365822,16.5483588233221 49.2194358019516,16.548343323015 49.2194571837531,16.548332518134 49.2194749927939,16.5482767578873 49.2195714040026))","297","60","85"
"LINESTRING ((16.5487030391276 49.2190106152893,16.5485379681201 49.2189992910487,16.5481033647432 49.2189604145607,16.5475051420108 49.218885709824,16.5468565252011 49.2187960082213,16.5462113511836 49.2187013924198,16.5453887263644 49.2185818963408,16.5447608488119 49.2184945671627,16.5442930333464 49.2184403697635,16.5439056423432 49.2184049373946,16.5435148434578 49.2183891611246,16.5431149211401 49.2183883813911,16.5427677717907 49.2183974286573,16.5425467407135 49.2184120419337,16.5421427684126 49.2184438964002,16.5416712373577 49.2185074706073,16.5413369698921 49.2185585918985,16.5409329787625 49.2186378409968,16.5405723370128 49.2187196417473,16.540256034988 49.218805512603,16.539983499276 49.2188914328017,16.5393993854695 49.2191061644151,16.5390107852478 49.219276241303,16.5386772343595 49.2194333334576,16.5382495232256 49.2196400543909,16.5378966552076 49.2198418081556,16.5375173701379 49.2200910642429,16.5372566536534 49.2202966857759,16.5370928208899 49.2204611948568,16.5369465007759 49.2206316587711,16.5368022453079 49.2208378203245,16.5366662376731 49.2210740605625,16.5365627183402 49.2213299899079,16.5364653109479 49.2216362890915,16.536448250338 49.221802599692,16.5363501843853 49.2224628166992,16.5363030000938 49.222723765934))","298","15","15"
"LINESTRING ((16.5542756712346 49.2205569239509,16.5540795620176 49.2205461995145,16.5539680382485 49.2205367109368,16.5536385252987 49.2204844533012,16.5530426055849 49.2203816304832,16.5529009765523 49.2203596822316,16.5527770459984 49.2203484032529,16.5526403515173 49.2203374803981,16.5525366029288 49.2203360526927,16.5523985489336 49.2203399579491,16.5522588170813 49.2203498039926,16.552016849462 49.2203707221452,16.5519186904348 49.2203813613962,16.5516734531018 49.2204128100333,16.5515386440038 49.2204304237411,16.5514219941478 49.2204426385353,16.5512291948889 49.2204510506996,16.5511161859339 49.2204504990728,16.5510392650614 49.2204471841509,16.5509111594303 49.2204385904674,16.5507005155388 49.2204197679544,16.550556672877 49.2204020008097,16.5503397009444 49.22037223328,16.5502224729268 49.2203522029724,16.5501165468815 49.2203298126841,16.5500106506548 49.2203072435049,16.5499234019074 49.2202846474729,16.5498393556409 49.2202585710655,16.5497363173582 49.2202246269766,16.5496791397167 49.2201997433362,16.5495251194949 49.2201302311002,16.5494317335397 49.2200855776452,16.5490105380121 49.2198738032241,16.5488262544581 49.2197844918584,16.5485947794122 49.2196775212238,16.5484803778028 49.2196317836879,16.5484235864215 49.2196118929847,16.5483597367384 49.2195930093204,16.5483132854954 49.2195801973073,16.5482767578873 49.2195714040026))","299","30","0"
"LINESTRING ((16.5482767578873 49.2195714040026,16.5481495255686 49.2195404631147,16.5480790679235 49.2195266890418,16.5479754963281 49.2195126599967,16.5479041822785 49.2195039536338,16.5478337011006 49.21949862643,16.5475812122572 49.2194857404076,16.5471383147614 49.2194673181686,16.5467023657884 49.219448964892,16.5462738584331 49.2194298745915,16.546089228812 49.2194182366517,16.5459978611322 49.2194146109112,16.5457808203331 49.219389442722,16.5456314480762 49.2193667515926,16.5454523708539 49.2193375078161,16.5452834031088 49.2192981303613,16.5450624124007 49.219232787045,16.5448786768734 49.21916928823,16.5442445071132 49.2189429263904,16.5440121711684 49.2188843694676,16.5438200932994 49.2188469583185,16.543639790778 49.2188176240498,16.5434668071514 49.2187965913357,16.5432451188492 49.2187769660764,16.5428599386568 49.2187697301111,16.5426740695754 49.2187771750651,16.5424993446392 49.2187898478129,16.5424224607238 49.2187971131418,16.5423253525086 49.2188089046808,16.5422234082299 49.2188207126856,16.5420205919242 49.2188478423987,16.5411560993901 49.2189857551451,16.5407680520635 49.2190455179748,16.5404347138104 49.2191043018187,16.5401997334636 49.2191628724455,16.5398677052527 49.2192627259139,16.5396564166782 49.2193399032659,16.5394130902867 49.2194353261091,16.5392000417971 49.219522236991,16.5387356279064 49.2197238053311,16.5386140789298 49.2197795296955,16.5384216006286 49.2198714365208,16.5382422028951 49.2199577644329,16.5381205938418 49.2200237963334,16.5380297474025 49.2200759239979,16.5378645325849 49.2201799089236,16.5375699517453 49.2203915246498,16.5374673018815 49.2204805299825,16.5373214138015 49.2206285009577,16.5372414605888 49.2207279925148,16.5371921212434 49.2207995483725,16.5371480821112 49.220874106166,16.5370941136457 49.220983414374,16.5370488649634 49.2211033864259,16.5370297687904 49.2211890433781,16.5370150905987 49.2213062241793))","300","30","20"
"LINESTRING ((16.5370150905987 49.2213062241793,16.5370123364925 49.2213816508332,16.5370232351357 49.2220692817105,16.5370287848125 49.2222366647693,16.537041812102 49.2226311808122,16.53703149412 49.2227661316133))","303","25","20"
"LINESTRING ((16.5578030128609 49.2176685176948,16.5572807164205 49.2176995900648,16.557174797565 49.2177046147661,16.5570822924291 49.2177045348101,16.5569271240574 49.2176934758722,16.5567766403368 49.2176824792396,16.5566896541796 49.2176782695118,16.5565399074111 49.2176786321059,16.5564735483036 49.2176815911351,16.5562866685138 49.2177018303157,16.5561209890484 49.2177241230662,16.5559021539447 49.2177580042163,16.5554446209582 49.2178206407295,16.5553133111374 49.2178438446208,16.5552279938082 49.2178620050165,16.5551707727676 49.217877283599,16.5551215858739 49.2178924112339,16.555066381328 49.2179121754223,16.5549915817202 49.2179426638476,16.5549096681409 49.2179852185182,16.5548415650155 49.2180277626557,16.5547902161985 49.2180667069805,16.5547288095325 49.2181213068674,16.5546685485804 49.2181872954558,16.5546042778947 49.2182599633076,16.5545083915762 49.2183791332085,16.5544865685685 49.2184165641178,16.5544653547007 49.2184636268297,16.5544401703404 49.2185287691253,16.5544313753048 49.2185647498153,16.5544247509412 49.2186015455882,16.5544189276981 49.2186906189537,16.5544195148505 49.2189281993106,16.5544304374336 49.2191774617053,16.5544303554868 49.2192860035304,16.5544324318263 49.2195020709496,16.5544251841528 49.2196562346776,16.5544122119207 49.2198165936155,16.5543937067323 49.2199462552201,16.5543709119125 49.2200585147606,16.5543171919677 49.2202995504892,16.5542934970419 49.2204014338348,16.5542811694642 49.2204847698963,16.5542756712346 49.2205569239509))","305","30","15"
"LINESTRING ((16.5607840675616 49.2174963470844,16.560795189774 49.2175225936074,16.5607974408903 49.2175497911464,16.5607907147863 49.2175766657649,16.5607753298861 49.2176019647221,16.5607520066132 49.2176245091409,16.5607218190312 49.2176432357908,16.5606861951348 49.2176572785192,16.5606467910565 49.2176659773837,16.5606054563496 49.2176689214062,16.5605641325186 49.2176659775284,16.560524730191 49.217657281862,16.5604891018187 49.2176432377439,16.5604589188511 49.2176245069853,16.5604355821392 49.2176019673062,16.560420202062 49.2175766656908,16.5604134786705 49.2175497917561,16.5602947222104 49.217538328249,16.5601543400223 49.2175288697938,16.5600998370425 49.21752779094,16.5599124472154 49.2175361498118,16.5596668716281 49.2175523029682,16.5594865513652 49.2175621598618,16.5578030128609 49.2176685176948))","309","30","15"
"LINESTRING ((16.520983477323 49.2210037745408,16.5209113862213 49.2213867901236,16.5208237810407 49.221957812381,16.5207251075533 49.2225887867566,16.5206398670643 49.2230168966023,16.5205642465841 49.2236356626206,16.5204389536788 49.2243865641501,16.5203654169284 49.2246617285707,16.5202897381779 49.2249025454987,16.5202923913241 49.2251895864494,16.5202580992529 49.225506005902,16.5201212292589 49.2269428568498,16.5201149021541 49.227101614861))","326","20","0"
"LINESTRING ((16.6058181170357 49.2081093414779,16.6057324312231 49.2082203122323,16.6054643343292 49.208651032452,16.6049165051498 49.2095644702091,16.6041929585309 49.2108081514042))","344","15","0"
"LINESTRING ((16.6058181170357 49.2081093414779,16.6068015793354 49.2084523610498,16.6074462896922 49.2086831857245,16.6083155411905 49.2089805633553,16.6083459783188 49.2090378935449,16.6084268756432 49.2090722057709,16.6086120529365 49.2091497221968,16.6090005325708 49.209320419239))","345","25","0"
"LINESTRING ((16.6090005325708 49.209320419239,16.6092719812639 49.2095302217184,16.6094366898852 49.2096657121877,16.6095044559714 49.2097185401629,16.6095566753765 49.2096923901255,16.6098559224087 49.2100046759777,16.6100087527194 49.210134611786,16.6100935635277 49.2101945074891,16.6101807712015 49.2102458173564,16.6102884015002 49.2102989441992,16.6103757950304 49.2103384181969,16.610618667304 49.2104342983246,16.6106845439506 49.2104579212595,16.6107729859303 49.2104812516085,16.6108890664011 49.2105055892126,16.6109463861524 49.2105168115046,16.6110460215867 49.2105327123824,16.6111958060357 49.2105525891339,16.6113888083691 49.2105755256937,16.6119427706107 49.2106250130961,16.6120975237077 49.2106401300363,16.6124436508397 49.2106801917692,16.6127056478967 49.2107256028116,16.6129585989402 49.2107781514662,16.6131842178925 49.2108365433539,16.6134085803548 49.2109017199355,16.6136046479645 49.2109710437381,16.6138190593191 49.2110572227767,16.6141718886727 49.2112308035677,16.6146370064488 49.2115079345941,16.6149317142676 49.2116463752184,16.6152144890866 49.211811313109,16.6155366357884 49.2119967100106,16.6158114191084 49.2121383780377,16.6160415258436 49.2122406140949,16.6162905271234 49.2123374481651,16.6166430188897 49.2124504500395,16.6169095011137 49.2125327090987,16.61716851434 49.21260467062,16.6171853640236 49.2126130081637,16.6172557550589 49.2126734331766))","346","15","0"
"LINESTRING ((16.6090005325708 49.209320419239,16.6090472537146 49.2093953643148,16.6087988730581 49.209579564976,16.6086838193183 49.2096844777483,16.6084859190819 49.2097836128454,16.608380655466 49.2100157577393,16.6082648467089 49.2102155887725,16.6081656338901 49.2103985053711,16.6079008692455 49.2108400490735,16.607493330289 49.2115343254622,16.6074171769083 49.2116702585353))","347","0","0"
"LINESTRING ((16.6172557550589 49.2126734331766,16.6156299819409 49.2155026797097,16.6155394649649 49.2157393099252,16.6154985507548 49.2159472503605,16.6155088284156 49.2162232125004,16.6155514177146 49.2164941346358,16.6156466705222 49.2167161420502,16.6157921920362 49.216931395032,16.6161022972859 49.2172329126649,16.6165026225042 49.217570117493,16.6174482357245 49.2183544505036,16.6180649413579 49.2188709374799,16.6187883614787 49.2194169466911,16.6189924486779 49.2195894840546,16.6194460389494 49.2199422011556,16.6201592926019 49.220483048593,16.6209512438376 49.2210517648114,16.6208654600442 49.2211113951218))","348","15","0"
"LINESTRING ((16.6172557550589 49.2126734331766,16.618471373379 49.2129976717581,16.6195760746931 49.2132988561975,16.6207284698483 49.2136173308958,16.6225866492656 49.2141244416218))","349","15","0"
"LINESTRING ((16.6172557550589 49.2126734331766,16.6173660477042 49.2125093844337,16.6185203730277 49.210553428503))","350","0","0"
"LINESTRING ((16.6074171769083 49.2116702585353,16.6074060404737 49.2116901374026,16.6071956888981 49.2120495171677,16.607013389104 49.2123610461557,16.6067532472632 49.2128037300785,16.6067022232149 49.2128878516704,16.6065820931361 49.2130836673089,16.6064626304358 49.2132628874104,16.6062487457357 49.2135641281698,16.6060200611752 49.2139223889506,16.6058965804238 49.2141192331266,16.6057749286102 49.2143083376762,16.6056573259664 49.2144946537418,16.6055207764634 49.2147120988617,16.6053760443925 49.2149339389003,16.6052613349262 49.2151102389021,16.6051458936477 49.2152959842298,16.6049209817808 49.215647184722,16.6047166653882 49.2159773222394,16.6045869100577 49.2161870172368,16.6044845733743 49.2163686255606,16.6043816153521 49.2165606820109))","351","0","0"
"LINESTRING ((16.5955478283593 49.2141532376687,16.5954304803947 49.2143619959632,16.595148928819 49.214812368907,16.5946776942273 49.2155749092441,16.5939095599956 49.2168486902197,16.5931144076347 49.2181670436132,16.5923781852183 49.2193876370013))","352","60","30"
"LINESTRING ((16.5955478283593 49.2141532376687,16.5954304803947 49.2143619959632,16.598159505336 49.2150626230887,16.5997463252881 49.2154723596399,16.5997788445268 49.2154660724156))","353","15","10"
"LINESTRING ((16.5997788445268 49.2154660724156,16.600134522607 49.214864285937,16.6004047586794 49.2144052326154,16.6007182264044 49.2138708232417,16.6008836256155 49.2135908460331,16.6012560515291 49.2129635622452))","356","45","20"
"LINESTRING ((16.5969312708167 49.2118507986924,16.5964404243243 49.2126788853875,16.5961710605922 49.2131391692262,16.5960219912851 49.2133728130155,16.5955478283593 49.2141532376687))","354","55","25"
"LINESTRING ((16.5997788445268 49.2154660724156,16.5997965134924 49.2154610840338,16.6012339827845 49.215829727718))","357","10","0"
"LINESTRING ((16.5969312708167 49.2118507986924,16.5987349419243 49.2123144700317,16.5994111590037 49.2124884180277,16.6012560515292 49.2129635622452))","358","0","0"
"LINESTRING ((16.6041929585309 49.2108081514042,16.6038647605124 49.211357459843,16.6027352190582 49.2132699330542,16.6024076160839 49.2138416047283,16.6017500523242 49.2149606293717,16.6014458129399 49.2154759771221,16.6012339827845 49.215829727718))","359","15","0"
"LINESTRING ((16.5997788445268 49.2154660724156,16.5994952327325 49.2159475129228,16.5990202032299 49.2167484202547,16.5988150686192 49.2170957684332,16.5987126264735 49.2172653358233,16.5981569471547 49.2181881487605,16.5979398471384 49.2185489208334,16.5972527966474 49.2196978773851,16.5968183666252 49.2204306553984))","355","45","20"
"LINESTRING ((16.6012339827845 49.215829727718,16.5998070652883 49.2182554877812,16.599418471742 49.2189113191635,16.5991600206267 49.2193661154019,16.5989762632013 49.219642529078,16.5988784744938 49.2198164970851,16.5985836268715 49.2203473408958,16.5984186477492 49.2207607615506,16.5982473339133 49.2214631751746,16.5981480272053 49.2219471002873,16.598099394699 49.2224327189404,16.5980733499363 49.2226228990883,16.5980555197437 49.2226789806025,16.5977481692277 49.2231783650301,16.5975178685342 49.2235591139975,16.5974737291833 49.2236356713132,16.5974513550179 49.2236824759737,16.5973869545838 49.2238565497417,16.5973643504994 49.2239239608673,16.5972779898651 49.2241531900978,16.5972335790455 49.2242831845363,16.5970908205697 49.2247007129958,16.596904425755 49.2250764342267,16.5965472115523 49.2257210729543))","360","15","0"
"LINESTRING ((16.6012339827845 49.215829727718,16.6029095569996 49.2162306937632,16.6037344548877 49.2164160529132,16.6040882690968 49.2165000980205,16.6041974940447 49.2165242994976,16.6043816153521 49.2165606820109))","361","0","0"
"LINESTRING ((16.5852869987625 49.2214971351279,16.5850436992369 49.2218532438791,16.5846478319222 49.2224235624606,16.5845732661257 49.2225353121196,16.5842613471106 49.2229880340841,16.583722424106 49.2237683517607,16.5832359824102 49.2244751493218,16.5829310599153 49.2249129893032,16.5826930897079 49.2252642275961,16.582638181474 49.2253572924425,16.5825882935596 49.2254640737515,16.582559836831 49.2255310043793,16.5825451514984 49.2255781543765,16.5825341684819 49.2256180417079,16.5825239741247 49.2256595046667,16.5825143498929 49.2257062815144,16.5825051337766 49.2257633537294,16.5824951460549 49.2258458516469,16.5824495856964 49.2262529989593,16.5823197343212 49.2273657045097,16.5822246943324 49.228212048586,16.5822043723623 49.2282927269966,16.582182192948 49.2283749468391,16.5821487250036 49.2284572783772,16.5821162170118 49.2285305604737,16.5820700676573 49.2286094042351,16.5820502569252 49.2286435448769,16.5820238786672 49.228677978793,16.5819791820195 49.22873754172,16.581919219202 49.2288051378189,16.5818786690876 49.2288501700797,16.5818288199145 49.2288983950412,16.5817757971341 49.2289455171524,16.5816839122077 49.229016553072,16.581594650897 49.2290824205129,16.5814958162386 49.2291466309273,16.5812993272368 49.2292502428053))","362","25","0"
"LINESTRING ((16.5852869987625 49.2214971351279,16.586387588415 49.2218083858647,16.5875183662023 49.2221242105802,16.5900414968925 49.2228285694952,16.5902724393894 49.2224943692959,16.5918160546693 49.2229185025431))","363","35","0"
"LINESTRING ((16.5876208174872 49.2180861055687,16.5877872503645 49.2181359123252,16.5882968603239 49.2182781032899,16.5887296235676 49.2183973791345,16.5898663769825 49.2187033886364,16.5911343590039 49.2190500859546,16.5923781852183 49.2193876370013))","365","15","10"
"LINESTRING ((16.5857923254355 49.2174855056035,16.585789648571 49.2174926692726,16.5857872921387 49.2174984808227,16.5857849986663 49.2175037450846,16.5857847763726 49.2175042539213,16.5857821119609 49.217510007418,16.5857793018628 49.2175157234328,16.5857763324306 49.2175214009959,16.5857732021845 49.2175270490479,16.5857716365643 49.2175297509278,16.5857699398997 49.2175326605868,16.5857665182806 49.2175382336743,16.5857629509748 49.2175437692796,16.5857592258143 49.2175492574932,16.5857553686148 49.2175547091938,16.5857513535605 49.2175601135028,16.5857472094263 49.2175654634184,16.5857429059576 49.2175707748824,16.585738473409 49.2175760319532,16.5857338966532 49.2175812426013,16.5857315346921 49.2175838336543,16.5857291922969 49.2175863899159,16.5857246304902 49.2175911764994,16.585716654543 49.217598904537,16.5857067109125 49.2176085099188,16.5856875999975 49.2176247818428,16.5856670290743 49.2176402807281,16.5856450782182 49.217654939899,16.5856218230659 49.2176687195003,16.5855973573411 49.2176815538253,16.5855717688492 49.2176934129285,16.5855451483553 49.2177042489837,16.5855175714973 49.2177140221359,16.585489153377 49.2177227043779,16.585459998408 49.2177302488531,16.5854302065652 49.2177366355254,16.5853998899918 49.2177418542685,16.5853691516223 49.2177458671661,16.585338088473 49.2177486720628,16.5853068414624 49.2177502518309,16.585275493959 49.2177506033457,16.585244168795 49.2177497353311,16.585238024351 49.2177493170249,16.5852352933227 49.2177491321044,16.5852084960659 49.2177474369197,16.5851773560002 49.217752958929,16.5851569265806 49.2177574235468,16.5851369338976 49.217762669935,16.585125788692 49.2177661024876,16.5851174355009 49.217768684091,16.5850984904197 49.2177754430718,16.5850801440361 49.2177829229653,16.5850624826753 49.2177911027672,16.5850455531989 49.2177999496252,16.5850293995094 49.2178094485673,16.5850140835967 49.2178195587705,16.5849996523228 49.2178302473824,16.58498615255 49.217841481551,16.5849736311411 49.2178532284238,16.5849621213107 49.2178654541793,16.5849568592681 49.2178710503033,16.5833496303816 49.2198179842252,16.5829779692132 49.2202675983446,16.5826763223227 49.2206312535236))","278","0","0"
"LINESTRING ((16.572206224054 49.2103162495292,16.572295358419 49.2104118695149,16.572415488147 49.2105356459056,16.5726208150359 49.2106973413617,16.5730008579587 49.210986695296,16.5732393818176 49.2111302993278,16.5733602621656 49.2112090003032,16.5738001014463 49.2114958206122,16.5743106902344 49.2118306367306,16.5746877888369 49.2121378650945,16.5750073450025 49.2124590902209,16.5754138547853 49.2129221786416,16.5758476648806 49.2133872064303,16.5762084914899 49.213792770122,16.5768372448246 49.2143246605283,16.5775343912626 49.2147705031904,16.577700894911 49.2148524420263,16.5783694272572 49.2151675291714,16.5786957917334 49.2152811822466,16.5793879855166 49.2155203356929,16.5801399295112 49.2157325699058,16.5808487906626 49.2158563856592,16.581140843416 49.2159338176093,16.5815529578587 49.2160430898541,16.5820071651435 49.2161876068424,16.5828341065471 49.2164507027509,16.5837973298865 49.2167443044954,16.5838903507181 49.2168219809972,16.5839311251123 49.2168392503637,16.5841205348034 49.2169194590667,16.5846451027979 49.2171415868313,16.5846671822992 49.2171493420666,16.5846901635241 49.2171559040556,16.5847138613245 49.2171612234662,16.5847381407028 49.2171652816641,16.584762840846 49.2171680491364,16.5847878009409 49.2171694963702,16.584812854255 49.2171696296134,16.5848378506631 49.2171684382031,16.5848626234327 49.2171659283874,16.5848869892245 49.2171621233256,16.5849108207691 49.2171570411143,16.5849156074302 49.21715573486,16.584934511705 49.2171505559434,16.5849399052482 49.2171475018343,16.5849479914524 49.2171430289209,16.5849562115014 49.2171386650114,16.5849645668746 49.2171344011655,16.5849730546129 49.2171302552634,16.5849816610685 49.2171262263358,16.5849903877214 49.2171223054424,16.5849992467394 49.2171185024928,16.5850082108272 49.2171148155483,16.585012182407 49.2171132614484,16.5850172921529 49.2171112545182,16.5850264785487 49.2171078094932,16.5850357685348 49.2171044894133,16.5850451621112 49.2171012942785,16.5850546471104 49.2170982141793,16.5850642342203 49.2170952679652,16.5850738961459 49.2170924536978,16.5850836631419 49.2170897554351,16.5850934898263 49.2170871970898,16.5851034064541 49.2170847627201,16.5851133964181 49.217082469237,16.5851234490303 49.2170802977909,16.5851335613313 49.217078266262,16.5851437484486 49.2170763666795,16.5851539816074 49.217074606045,16.5851642759349 49.2170729763874,16.5851746163039 49.2170714856777,16.5851849890672 49.2170701329466,16.5851954078723 49.2170689191633,16.585216952855 49.2170667227394,16.5852374085163 49.2170654348751,16.585239022706 49.2170653595713,16.585247960519 49.2170649179859,16.5852585327485 49.2170645291658,16.5852646308928 49.2170643924287,16.5852691071185 49.2170642942658,16.5852796880678 49.2170641864655,16.585290286285 49.2170642246147,16.5853008608274 49.2170644058051,16.58531144047 49.2170647230355,16.5853219964378 49.2170651833074,16.5853325438584 49.2170657786498,16.5853430676045 49.2170665170336,16.585353569156 49.2170673895188,16.5853640333856 49.2170684040761,16.5853744739411 49.2170695616749,16.5853848786545 49.2170708524058,16.5853952338786 49.2170722752994,16.585405551781 49.2170738402653,16.5854158050671 49.2170755453647,16.5854260088639 49.217077382627,16.5854361631715 49.2170793520522,16.5854462528629 49.2170814616109,16.5854562657701 49.2170837013941,16.5854662155409 49.2170860723708,16.5854760885276 49.2170885735718,16.5854858847305 49.2170912049972,16.5854930194844 49.2170932313201,16.5854955905019 49.2170939656777,16.5855052058421 49.2170968556132,16.585514745878 49.2170998668331,16.5855241818351 49.2171030063388,16.5855335137136 49.2171062741305,16.5855427566404 49.2171096622372,16.5855518833207 49.2171131687205,16.5855609059224 49.2171168034897,16.5855698001097 49.217120546726,16.5855785902184 49.2171244182485,16.5855872655602 49.2171283992075,16.5855957973605 49.2171324966045,16.585604214394 49.2171367034382,16.5856125030132 49.2171410187392,16.5856206495706 49.2171454415382,16.5856286525865 49.2171499807755,16.5856297861736 49.2171506401785,16.5856365286677 49.21715461954,16.5856442505191 49.2171593558933,16.585651816661 49.2171641987756,16.5856592422207 49.2171691402159,16.5856622158016 49.2171711966284,16.5856887634967 49.2171910006595,16.585695438467 49.2171966395449,16.5857060354859 49.2172056956695,16.5857214458236 49.2172203760507,16.5857356667078 49.2172355689404,16.5857486797201 49.2172512187597,16.5857604210604 49.2172672938424,16.5857708723104 49.2172837386095,16.5857800106122 49.2173005243022,16.5857878160676 49.2173176042817,16.5857942444419 49.2173349120902,16.5857993001725 49.2173524209074,16.5858029633606 49.2173700840943,16.5858052155872 49.2173878460716,16.5858060657283 49.2174056531985,16.5858054924053 49.2174234677758,16.5858035166625 49.217441246072,16.5858001352078 49.2174589245367,16.5857953539581 49.2174764674092,16.5857923254355 49.2174855056035))","271","0","0"
"LINESTRING ((16.5876208174872 49.2180861055687,16.5868072749301 49.2192757661192,16.586619732801 49.2195554238798,16.5860871804685 49.2203294161881,16.5859171634876 49.2205773931822,16.5856753940241 49.2209309882121,16.5852869987625 49.2214971351279))","364","25","10"
"LINESTRING ((16.5857923254355 49.2174855056035,16.5857994962801 49.2174934048229,16.5858037864037 49.2174986029728,16.5858042066997 49.2174990669929,16.5858083277738 49.2175037013775,16.5858131052628 49.2175087080079,16.5858181339983 49.2175136148931,16.5858234032919 49.2175184031835,16.5858288980161 49.2175230808499,16.5858346318188 49.2175276488616,16.585840566716 49.2175320864305,16.5858467300033 49.2175363954951,16.5858531080328 49.217540575086,16.5858596735091 49.2175446232649,16.5858664430394 49.2175485231206,16.5858734014959 49.2175522826239,16.585880536711 49.2175558918655,16.5858878486843 49.2175593508453,16.5858953252477 49.2175626496539,16.5859029512739 49.2175657962622,16.5859078478894 49.2175676636064,16.5859107433699 49.2175687737591,16.5859651364562 49.2175992928999,16.5859755476971 49.2176051337839,16.5876208174872 49.2180861055687))","279","0","0"
"LINESTRING ((16.5876208174872 49.2180861055687,16.5879207901472 49.2176593041623,16.5884859166159 49.2168174289983,16.5887395931705 49.2164458620155,16.589039193949 49.2160145099784,16.589915793447 49.2147109153815,16.5899568959262 49.2146504896578,16.5904896978013 49.21386730617,16.5907406529438 49.2135228600094,16.5911041074172 49.2130107413289))","267","25","15"
"LINESTRING ((16.5923781852183 49.2193876370013,16.5920341225062 49.2199551371552,16.5916330913084 49.220598191518,16.5917123051231 49.2214342482644,16.5917281556974 49.2216097635753,16.591752485778 49.2218116592605,16.5917592999565 49.2218748256956,16.5918625076983 49.2228204930755,16.5918599644121 49.2228575786235,16.5918407746724 49.2228876036315,16.5918160546693 49.2229185025431))","366","50","0"
"LINESTRING ((16.5923781852183 49.2193876370013,16.5943699412086 49.219858554739,16.5966327547893 49.2203739852077,16.5967903056125 49.2204132887236,16.5968183666252 49.2204306553984))","367","10","10"
"LINESTRING ((16.5968183666252 49.2204306553984,16.5964682734774 49.2210065116674,16.5961292095278 49.2215682252034))","368","46","22"
"LINESTRING ((16.5961292095278 49.2215682252034,16.5960291501261 49.2217391362469,16.5958544165858 49.2220259554078,16.5956031658066 49.2224556870904,16.5951173405914 49.223275177246,16.5946740234092 49.2240329185455))","369","46","24"
